No Chat,2,Linear
No Chat,2,Linear
No Chat,,Linear
No Chat,3,Linear
No Chat,,Baseline
No Chat,,Baseline
No Chat,,Linear
No Chat,,Linear
No Chat,,Baseline
No Chat,3,Baseline
No Chat,,Zero
No Chat,5,Zero
No Chat,,Linear
No Chat,7,Linear
No Chat,2,Baseline
No Chat,8,Baseline
No Chat,,Baseline
No Chat,,Baseline
No Chat,5,Baseline
No Chat,5,Baseline
No Chat,1,Zero
No Chat,,Zero
No Chat,6,Zero
No Chat,,Zero
No Chat,,Zero
No Chat,4,Zero
No Chat,5,Baseline
No Chat,,Baseline
No Chat,4,Zero
No Chat,,Zero
No Chat,2,Linear
No Chat,,Linear
No Chat,3,Zero
No Chat,,Zero
No Chat,5,Zero
No Chat,,Zero
No Chat,2,Linear
No Chat,,Linear
No Chat,6,Baseline
No Chat,,Baseline
No Chat,,Linear
No Chat,2,Linear
No Chat,,Linear
No Chat,4,Linear
No Chat,6,Baseline
No Chat,,Baseline
No Chat,2,Zero
No Chat,,Zero
